householdId,size,incomeLevel,createdDate
HH022855,1,very_low,2024-08-10
HH022856,1,low,2023-01-21
HH022857,1,low,2022-05-24
HH022858,1,moderate,2024-12-27
HH022859,1,very_low,2024-05-08
HH022860,1,low,2022-08-23
HH022861,1,low,2024-10-21
HH022862,1,low,2024-02-26
HH022863,1,low,2023-05-02
HH022864,1,low,2023-12-30
HH022865,1,moderate,2022-07-04
HH022866,1,low,2024-08-23
HH022867,1,very_low,2024-08-02
HH022868,1,low,2024-05-11
HH022869,1,moderate,2023-07-27
HH022870,1,low,2022-09-18
HH022871,1,low,2022-09-12
HH022872,1,very_low,2024-12-24
HH022873,1,low,2023-11-08
HH022874,1,very_low,2023-07-23
HH022875,1,low,2023-09-17
HH022876,1,moderate,2022-12-23
HH022877,1,moderate,2022-04-20
HH022878,1,very_low,2023-06-03
HH022879,1,low,2022-11-24
HH022880,1,low,2023-10-14
HH022881,1,low,2023-08-11
HH022882,1,very_low,2024-11-05
HH022883,1,low,2022-11-19
HH022884,1,low,2024-11-05
HH022885,1,very_low,2024-12-08
HH022886,1,very_low,2023-05-18
HH022887,1,moderate,2024-04-23
HH022888,1,very_low,2022-11-17
HH022889,1,very_low,2023-08-26
HH022890,1,moderate,2024-01-22
HH022891,1,low,2022-02-15
HH022892,1,moderate,2022-04-24
HH022893,1,low,2024-05-13
HH022894,1,low,2023-09-28
HH022895,1,very_low,2024-01-15
HH022896,1,low,2022-12-02
HH022897,1,very_low,2023-09-12
HH022898,1,low,2022-09-02
HH022899,1,low,2024-04-05
HH022900,1,low,2024-12-01
HH022901,1,low,2023-04-03
HH022902,1,very_low,2023-10-04
HH022903,1,low,2023-06-21
HH022904,1,low,2024-04-11
HH022905,1,moderate,2022-07-15
HH022906,1,moderate,2024-12-18
HH022907,1,low,2024-01-29
HH022908,1,low,2022-12-11
HH022909,1,moderate,2024-11-17
HH022910,1,low,2024-04-13
HH022911,1,low,2022-08-08
HH022912,1,low,2022-08-20
HH022913,1,low,2023-08-13
HH022914,1,moderate,2022-07-02
HH022915,1,very_low,2022-04-26
HH022916,1,moderate,2023-03-29
HH022917,1,low,2024-09-12
HH022918,1,very_low,2022-02-03
HH022919,1,low,2024-02-08
HH022920,1,very_low,2023-06-14
HH022921,1,very_low,2023-05-31
HH022922,1,low,2022-09-07
HH022923,1,very_low,2022-01-22
HH022924,1,very_low,2024-09-17
HH022925,1,very_low,2024-01-10
HH022926,1,low,2022-01-21
HH022927,1,moderate,2023-02-10
HH022928,1,low,2024-01-21
HH022929,1,moderate,2023-07-25
HH022930,1,moderate,2024-08-09
HH022931,1,very_low,2022-02-22
HH022932,1,moderate,2023-05-29
HH022933,1,low,2024-04-10
HH022934,1,moderate,2022-11-23
HH022935,1,moderate,2024-06-17
HH022936,1,very_low,2023-07-26
HH022937,1,very_low,2022-03-04
HH022938,1,low,2023-04-11
HH022939,1,low,2022-08-18
HH022940,1,moderate,2022-09-25
HH022941,1,very_low,2024-02-16
HH022942,1,moderate,2024-05-27
HH022943,1,low,2022-07-22
HH022944,1,moderate,2024-06-10
HH022945,1,moderate,2023-09-13
HH022946,1,low,2023-04-29
HH022947,1,low,2024-01-25
HH022948,1,low,2023-04-01
HH022949,1,low,2022-02-26
HH022950,1,low,2024-07-02
HH022951,1,moderate,2022-06-06
HH022952,1,low,2024-02-08
HH022953,1,moderate,2022-11-26
HH022954,1,low,2024-01-08
HH022955,1,low,2024-11-09
HH022956,1,moderate,2024-09-01
HH022957,1,low,2024-05-16
HH022958,1,moderate,2023-08-16
HH022959,1,low,2022-12-09
HH022960,1,low,2024-05-27
HH022961,1,low,2023-05-13
HH022962,1,moderate,2022-07-15
HH022963,1,very_low,2023-07-13
HH022964,1,low,2024-04-17
HH022965,1,moderate,2023-01-07
HH022966,1,low,2022-09-23
HH022967,1,moderate,2024-06-22
HH022968,1,low,2023-12-21
HH022969,1,very_low,2024-01-07
HH022970,1,moderate,2023-10-15
HH022971,1,low,2024-10-07
HH022972,1,very_low,2024-12-25
HH022973,1,low,2024-08-13
HH022974,1,low,2024-11-05
HH022975,1,low,2024-08-22
HH022976,1,moderate,2022-04-13
HH022977,1,very_low,2024-05-13
HH022978,1,low,2024-12-04
HH022979,1,low,2022-08-17
HH022980,1,low,2022-03-26
HH022981,1,very_low,2024-09-16
HH022982,1,low,2023-06-20
HH022983,1,low,2023-08-27
HH022984,1,very_low,2023-11-10
HH022985,1,very_low,2022-11-29
HH022986,1,low,2022-12-27
HH022987,1,moderate,2023-01-25
HH022988,1,low,2024-08-15
HH022989,1,low,2022-04-29
HH022990,1,low,2024-11-20
HH022991,1,moderate,2022-04-16
HH022992,1,low,2023-03-18
HH022993,1,moderate,2022-09-13
HH022994,1,low,2024-03-20
HH022995,1,low,2023-05-29
HH022996,1,low,2024-10-14
HH022997,1,low,2024-08-08
HH022998,1,low,2023-09-30
HH022999,1,low,2022-06-23
HH023000,1,low,2023-12-06
HH023001,1,low,2024-05-20
HH023002,1,very_low,2022-01-05
HH023003,1,low,2024-10-23
HH023004,1,very_low,2023-08-02
HH023005,1,low,2024-08-10
HH023006,1,low,2022-08-26
HH023007,1,low,2024-02-22
HH023008,1,low,2022-11-08
HH023009,1,very_low,2022-08-31
HH023010,1,moderate,2023-01-02
HH023011,1,low,2023-06-30
HH023012,1,low,2023-10-25
HH023013,1,very_low,2024-05-19
HH023014,1,very_low,2022-11-20
HH023015,1,low,2023-03-10
HH023016,1,low,2024-09-19
HH023017,1,low,2024-03-29
HH023018,1,low,2024-01-15
HH023019,1,moderate,2023-06-15
HH023020,1,low,2023-09-02
HH023021,1,low,2023-12-11
HH023022,1,low,2024-08-24
HH023023,1,very_low,2024-10-15
HH023024,1,low,2024-02-09
HH023025,1,very_low,2024-11-16
HH023026,1,moderate,2022-01-31
HH023027,1,low,2022-05-31
HH023028,1,very_low,2023-01-18
HH023029,1,low,2022-01-10
HH023030,1,low,2024-07-31
HH023031,1,very_low,2024-09-02
HH023032,1,moderate,2022-10-19
HH023033,1,low,2022-10-07
HH023034,1,low,2024-04-16
HH023035,1,very_low,2023-06-11
HH023036,1,moderate,2024-03-31
HH023037,1,very_low,2024-09-21
HH023038,1,very_low,2024-04-14
HH023039,1,low,2023-10-05
HH023040,1,low,2023-01-20
HH023041,1,moderate,2022-12-29
HH023042,1,low,2022-04-14
HH023043,1,moderate,2024-04-17
HH023044,1,very_low,2023-08-02
HH023045,1,low,2024-08-07
HH023046,1,very_low,2022-12-08
HH023047,1,moderate,2023-05-27
HH023048,1,moderate,2024-02-27
HH023049,1,moderate,2022-03-09
HH023050,1,low,2022-02-10
HH023051,1,very_low,2022-07-16
HH023052,1,low,2022-03-24
HH023053,1,moderate,2024-03-30
HH023054,1,moderate,2023-07-13
HH023055,1,moderate,2023-05-20
HH023056,1,low,2022-02-24
HH023057,1,low,2022-08-18
HH023058,1,low,2022-05-19
HH023059,1,very_low,2024-08-25
HH023060,1,moderate,2022-05-17
HH023061,1,low,2023-12-10
HH023062,1,low,2022-09-12
HH023063,1,moderate,2023-11-24
HH023064,1,very_low,2024-06-07
HH023065,1,moderate,2024-09-09
HH023066,1,moderate,2024-02-18
HH023067,1,moderate,2022-06-23
HH023068,1,moderate,2022-04-24
HH023069,1,moderate,2023-05-05
HH023070,1,low,2024-07-22
HH023071,1,moderate,2022-10-23
HH023072,1,moderate,2022-12-21
HH023073,1,moderate,2024-10-27
HH023074,1,very_low,2023-11-21
HH023075,1,low,2023-06-10
HH023076,1,low,2024-07-15
HH023077,1,moderate,2022-01-13
HH023078,1,low,2023-07-24
HH023079,1,very_low,2024-09-29
HH023080,1,low,2022-02-07
HH023081,1,very_low,2022-09-17
HH023082,1,low,2023-10-26
HH023083,1,moderate,2023-03-19
HH023084,1,very_low,2022-03-23
HH023085,1,low,2024-11-24
HH023086,1,low,2023-07-28
HH023087,1,very_low,2022-10-30
HH023088,1,very_low,2024-09-03
HH023089,1,low,2023-08-28
HH023090,1,low,2022-04-21
HH023091,1,low,2023-10-08
HH023092,1,moderate,2024-11-04
HH023093,1,low,2024-12-14
HH023094,1,low,2022-07-29
HH023095,1,moderate,2024-04-07
HH023096,1,low,2022-01-04
HH023097,1,low,2024-07-05
HH023098,1,low,2024-09-02
HH023099,1,low,2024-10-18
HH023100,1,very_low,2024-11-09
HH023101,1,low,2024-07-10
HH023102,1,moderate,2023-07-01
HH023103,1,low,2024-09-12
HH023104,1,low,2022-11-21
HH023105,1,very_low,2022-07-10
HH023106,1,low,2022-07-21
HH023107,1,very_low,2022-01-06
HH023108,1,moderate,2022-06-14
HH023109,1,low,2022-11-30
HH023110,1,very_low,2024-08-08
HH023111,1,moderate,2024-09-10
HH023112,1,low,2023-01-30
HH023113,1,very_low,2024-06-21
HH023114,1,low,2022-06-06
HH023115,1,moderate,2022-11-19
HH023116,1,low,2022-11-28
HH023117,1,low,2023-01-10
HH023118,1,low,2024-06-15
HH023119,1,very_low,2024-08-05
HH023120,1,low,2024-08-07
HH023121,1,low,2024-04-29
HH023122,1,low,2024-07-24
HH023123,1,moderate,2022-02-27
HH023124,1,low,2024-09-16
HH023125,1,low,2023-11-27
HH023126,1,low,2022-06-22
HH023127,1,moderate,2023-06-19
HH023128,1,very_low,2023-11-15
HH023129,1,low,2024-06-03
HH023130,1,very_low,2024-03-21
HH023131,1,moderate,2022-05-14
HH023132,1,low,2024-04-15
HH023133,1,low,2024-11-06
HH023134,1,moderate,2023-01-21
HH023135,1,low,2023-03-28
HH023136,1,very_low,2024-09-04
HH023137,1,very_low,2024-07-24
HH023138,1,low,2022-04-03
HH023139,1,low,2023-01-28
HH023140,1,low,2022-03-07
HH023141,1,very_low,2024-01-14
HH023142,1,very_low,2024-07-17
HH023143,1,low,2024-12-31
HH023144,1,low,2022-04-12
HH023145,1,low,2023-08-11
HH023146,1,very_low,2024-11-15
HH023147,1,very_low,2023-09-14
HH023148,1,low,2024-06-24
HH023149,1,moderate,2022-10-07
HH023150,1,very_low,2023-09-24
HH023151,1,moderate,2024-02-17
HH023152,1,low,2024-11-23
HH023153,1,low,2024-10-22
HH023154,1,moderate,2023-03-07
HH023155,1,low,2024-11-08
HH023156,1,very_low,2022-10-05
HH023157,1,moderate,2022-08-26
HH023158,1,low,2023-07-19
HH023159,1,low,2023-01-04
HH023160,1,low,2022-11-28
HH023161,1,very_low,2024-04-06
HH023162,1,moderate,2023-10-14
HH023163,1,moderate,2024-05-22
HH023164,1,low,2022-09-13
HH023165,1,very_low,2022-10-24
HH023166,1,low,2022-05-25
HH023167,1,very_low,2024-12-13
HH023168,1,moderate,2022-07-07
HH023169,1,low,2022-08-22
HH023170,1,low,2024-06-10
HH023171,1,very_low,2023-09-17
HH023172,1,low,2023-01-30
HH023173,1,low,2022-03-10
HH023174,1,very_low,2023-02-24
HH023175,1,very_low,2022-12-18
HH023176,1,very_low,2023-08-20
HH023177,1,moderate,2024-11-27
HH023178,1,very_low,2024-09-07
HH023179,1,low,2023-08-06
HH023180,1,very_low,2023-03-11
HH023181,1,very_low,2023-09-30
HH023182,1,low,2024-03-13
HH023183,1,very_low,2022-06-10
HH023184,1,low,2024-02-10
HH023185,1,very_low,2023-10-04
HH023186,1,low,2023-04-18
HH023187,1,low,2023-01-20
HH023188,1,very_low,2023-02-17
HH023189,1,low,2023-03-16
HH023190,1,very_low,2024-11-03
HH023191,1,low,2023-01-30
HH023192,1,moderate,2024-09-30
HH023193,1,low,2022-08-10
HH023194,1,low,2022-01-15
HH023195,1,low,2024-09-15
HH023196,1,moderate,2023-08-18
HH023197,1,very_low,2023-09-30
HH023198,1,low,2022-01-05
HH023199,1,moderate,2024-10-22
HH023200,1,low,2022-05-08
HH023201,1,very_low,2023-03-19
HH023202,1,very_low,2022-12-05
HH023203,1,very_low,2023-03-17
HH023204,1,low,2022-07-12
HH023205,1,low,2022-01-18
HH023206,1,low,2022-05-19
HH023207,1,low,2023-02-08
HH023208,1,moderate,2022-03-21
HH023209,1,low,2024-01-02
HH023210,1,low,2023-09-04
HH023211,1,moderate,2022-02-17
HH023212,1,low,2022-12-16
HH023213,1,low,2024-10-28
HH023214,1,moderate,2023-01-31
HH023215,1,moderate,2023-03-30
HH023216,1,low,2022-06-22
HH023217,1,low,2024-04-30
HH023218,1,very_low,2023-11-30
HH023219,1,moderate,2024-10-23
HH023220,1,very_low,2022-08-29
HH023221,1,very_low,2024-01-13
HH023222,1,low,2022-11-27
HH023223,1,moderate,2022-05-19
HH023224,1,very_low,2024-11-06
HH023225,1,low,2024-05-24
HH023226,1,low,2023-04-26
HH023227,1,moderate,2024-05-27
HH023228,1,very_low,2022-08-28
HH023229,1,low,2022-06-08
HH023230,1,low,2023-11-06
HH023231,1,very_low,2022-09-23
HH023232,1,moderate,2022-09-16
HH023233,1,low,2022-06-13
HH023234,1,very_low,2024-02-23
HH023235,1,low,2022-07-14
HH023236,1,moderate,2024-05-06
HH023237,1,low,2023-06-16
HH023238,1,very_low,2024-07-18
HH023239,1,low,2023-04-08
HH023240,1,moderate,2022-05-17
HH023241,1,low,2022-03-19
HH023242,1,moderate,2023-12-07
HH023243,1,moderate,2024-03-04
HH023244,1,low,2022-03-10
HH023245,1,moderate,2024-05-02
HH023246,1,moderate,2022-08-26
HH023247,1,moderate,2022-10-21
HH023248,1,moderate,2023-08-22
HH023249,1,moderate,2024-01-15
HH023250,1,low,2023-07-18
HH023251,1,low,2022-07-27
HH023252,1,low,2024-06-28
HH023253,1,low,2022-02-08
HH023254,1,very_low,2023-04-29
HH023255,1,moderate,2023-01-03
HH023256,1,low,2024-03-08
HH023257,1,very_low,2023-06-14
HH023258,1,moderate,2022-09-16
HH023259,1,low,2022-11-03
HH023260,1,low,2023-04-04
HH023261,1,moderate,2024-10-30
HH023262,1,low,2023-06-17
HH023263,1,low,2022-07-31
HH023264,1,low,2024-01-03
HH023265,1,low,2024-11-30
HH023266,1,low,2022-08-02
HH023267,1,low,2023-04-26
HH023268,1,moderate,2022-01-13
HH023269,1,moderate,2023-11-29
HH023270,1,low,2024-06-13
HH023271,1,low,2022-12-18
HH023272,1,low,2023-01-15
HH023273,1,very_low,2023-02-16
HH023274,1,low,2024-09-21
HH023275,1,low,2022-01-21
HH023276,1,very_low,2023-08-04
HH023277,1,low,2023-05-08
HH023278,1,moderate,2024-06-21
HH023279,1,low,2022-07-05
HH023280,1,very_low,2024-09-09
HH023281,1,low,2024-12-08
HH023282,1,low,2024-09-28
HH023283,1,low,2024-03-20
HH023284,1,low,2022-08-19
HH023285,1,moderate,2023-05-03
HH023286,1,low,2022-11-15
HH023287,1,moderate,2022-05-23
HH023288,1,moderate,2024-11-01
HH023289,1,very_low,2023-02-23
HH023290,1,moderate,2022-05-14
HH023291,1,moderate,2022-10-04
HH023292,1,very_low,2023-04-21
HH023293,1,low,2024-02-28
HH023294,1,low,2024-09-10
HH023295,1,low,2023-01-06
HH023296,1,very_low,2023-03-10
HH023297,1,low,2022-04-03
HH023298,1,low,2023-05-29
HH023299,1,low,2022-04-22
HH023300,1,very_low,2023-04-02
HH023301,1,moderate,2024-09-14
HH023302,1,low,2024-02-16
HH023303,1,moderate,2022-02-18
HH023304,1,very_low,2022-03-24
HH023305,1,low,2023-01-18
HH023306,1,low,2023-04-23
HH023307,1,low,2024-12-14
HH023308,1,low,2023-01-18
HH023309,1,low,2022-09-07
HH023310,1,low,2022-09-02
HH023311,1,low,2022-01-24
HH023312,1,low,2023-10-01
HH023313,1,low,2024-05-18
HH023314,1,low,2024-01-15
HH023315,1,low,2023-08-13
HH023316,1,very_low,2024-04-09
HH023317,1,low,2022-03-13
HH023318,1,very_low,2024-01-16
HH023319,1,low,2022-01-27
HH023320,1,moderate,2024-10-05
HH023321,1,low,2022-03-19
HH023322,1,low,2024-11-07
HH023323,1,low,2024-11-28
HH023324,1,low,2024-02-21
HH023325,1,very_low,2023-10-24
HH023326,1,low,2022-01-30
HH023327,1,very_low,2024-06-28
HH023328,1,moderate,2024-03-14
HH023329,1,low,2022-06-18
HH023330,1,moderate,2023-06-20
HH023331,1,very_low,2022-06-04
HH023332,1,very_low,2023-11-21
HH023333,1,low,2022-10-30
HH023334,1,very_low,2024-03-15
HH023335,1,low,2024-11-13
HH023336,1,low,2023-02-16
HH023337,1,low,2022-11-23
HH023338,1,very_low,2022-12-12
HH023339,1,low,2024-09-02
HH023340,1,low,2022-09-03
HH023341,1,very_low,2023-06-05
HH023342,1,moderate,2024-11-09
HH023343,1,low,2024-06-25
HH023344,1,very_low,2024-09-27
HH023345,1,very_low,2023-11-14
HH023346,1,very_low,2024-06-19
HH023347,1,moderate,2023-11-10
HH023348,1,low,2022-09-17
HH023349,1,moderate,2024-10-13
HH023350,1,low,2023-06-30
HH023351,1,very_low,2022-08-02
HH023352,1,low,2022-09-28
HH023353,1,low,2023-04-07
HH023354,1,moderate,2022-10-09
HH023355,1,low,2024-09-04
HH023356,1,low,2023-11-24
HH023357,1,low,2022-05-10
HH023358,1,moderate,2023-04-24
HH023359,1,low,2023-04-02
HH023360,1,very_low,2024-07-19
HH023361,1,moderate,2022-01-24
HH023362,1,very_low,2024-04-06
HH023363,1,very_low,2022-12-15
HH023364,1,very_low,2022-02-28
HH023365,1,low,2023-05-07
HH023366,1,very_low,2022-03-15
HH023367,1,low,2023-04-03
HH023368,1,moderate,2023-02-17
HH023369,1,low,2023-08-16
HH023370,1,low,2023-11-22
HH023371,1,low,2022-06-30
HH023372,1,very_low,2022-06-27
HH023373,1,very_low,2024-12-11
HH023374,1,moderate,2022-04-27
HH023375,1,low,2024-02-04
HH023376,1,very_low,2023-08-21
HH023377,1,low,2023-05-10
HH023378,1,very_low,2022-10-18
HH023379,1,low,2024-10-30
HH023380,1,low,2022-06-02
HH023381,1,very_low,2023-11-28
HH023382,1,low,2023-07-27
HH023383,1,very_low,2022-01-08
HH023384,1,low,2024-04-18
HH023385,1,very_low,2023-02-05
HH023386,1,low,2024-12-24
HH023387,1,low,2023-08-27
HH023388,1,very_low,2024-09-28
HH023389,1,low,2024-08-15
HH023390,1,moderate,2024-01-11
HH023391,1,moderate,2022-04-24
HH023392,1,low,2022-04-28
HH023393,1,moderate,2022-05-14
HH023394,1,moderate,2024-12-14
HH023395,1,low,2024-05-13
HH023396,1,low,2024-11-14
HH023397,1,low,2022-05-25
HH023398,1,moderate,2024-01-20
HH023399,1,moderate,2022-08-11
HH023400,1,very_low,2024-08-10
HH023401,1,low,2024-05-09
HH023402,1,low,2022-06-03
HH023403,1,low,2023-11-15
HH023404,1,low,2023-07-11
HH023405,1,low,2024-01-06
HH023406,1,moderate,2023-06-04
HH023407,1,very_low,2023-11-18
HH023408,1,low,2023-12-10
HH023409,1,moderate,2023-08-25
HH023410,1,moderate,2022-09-09
HH023411,1,moderate,2023-12-25
HH023412,1,low,2023-05-27
HH023413,1,very_low,2022-12-13
HH023414,1,low,2024-05-17
HH023415,1,moderate,2023-01-02
HH023416,1,moderate,2023-04-13
HH023417,1,low,2022-01-13
HH023418,1,very_low,2024-09-23
HH023419,1,low,2024-12-08
HH023420,1,low,2022-06-12
HH023421,1,moderate,2023-04-13
HH023422,1,moderate,2023-04-02
HH023423,1,low,2022-12-03
HH023424,1,low,2023-01-06
HH023425,1,low,2024-10-19
HH023426,1,low,2024-07-02
HH023427,1,low,2024-10-26
HH023428,1,low,2023-04-17
HH023429,1,very_low,2022-12-02
HH023430,1,very_low,2024-07-19
HH023431,1,very_low,2024-06-19
HH023432,1,low,2022-05-30
HH023433,1,moderate,2024-07-11
HH023434,1,low,2024-02-05
HH023435,1,low,2022-07-22
HH023436,1,moderate,2023-03-31
HH023437,1,moderate,2023-02-20
HH023438,1,moderate,2023-02-04
HH023439,1,very_low,2022-03-27
HH023440,1,low,2024-02-27
HH023441,1,low,2024-08-10
HH023442,1,moderate,2024-12-08
HH023443,1,moderate,2023-06-03
HH023444,1,moderate,2022-06-13
HH023445,1,low,2024-07-06
HH023446,1,very_low,2023-11-28
HH023447,1,very_low,2024-05-09
HH023448,1,moderate,2024-08-01
HH023449,1,low,2024-07-17
HH023450,1,low,2022-10-01
HH023451,1,moderate,2024-08-04
HH023452,1,very_low,2023-04-24
HH023453,1,low,2022-10-23
HH023454,1,very_low,2022-03-01
HH023455,1,moderate,2023-12-27
HH023456,1,low,2023-11-02
HH023457,1,low,2024-02-21
HH023458,1,low,2023-05-15
HH023459,1,low,2023-02-14
HH023460,1,very_low,2024-07-23
HH023461,1,low,2022-12-04
HH023462,1,moderate,2022-06-27
HH023463,1,low,2023-03-17
HH023464,1,low,2024-11-18
HH023465,1,low,2022-05-07
HH023466,1,low,2022-03-03
HH023467,1,moderate,2024-01-18
HH023468,1,low,2023-05-13
HH023469,1,low,2024-11-25
HH023470,1,moderate,2022-12-21
HH023471,1,low,2024-06-22
HH023472,1,moderate,2023-05-22
HH023473,1,very_low,2022-10-08
HH023474,1,very_low,2022-06-26
HH023475,1,low,2024-01-04
HH023476,1,very_low,2022-07-13
HH023477,1,low,2023-03-18
HH023478,1,moderate,2022-12-13
HH023479,1,low,2023-02-26
HH023480,1,low,2022-09-15
HH023481,1,low,2024-11-15
HH023482,1,low,2023-08-16
HH023483,1,very_low,2024-01-12
HH023484,1,very_low,2023-09-16
HH023485,1,very_low,2023-07-03
HH023486,1,low,2024-03-08
HH023487,1,low,2023-01-25
HH023488,1,very_low,2022-11-03
HH023489,1,low,2024-04-12
HH023490,1,low,2023-07-11
HH023491,1,very_low,2024-02-28
HH023492,1,low,2022-05-02
HH023493,1,very_low,2023-06-05
HH023494,1,very_low,2024-04-07
HH023495,1,moderate,2024-09-28
HH023496,1,low,2023-01-14
HH023497,1,moderate,2023-08-17
HH023498,1,low,2022-02-26
HH023499,1,moderate,2022-10-13
HH023500,1,moderate,2022-10-21
HH023501,1,very_low,2024-09-18
HH023502,1,low,2023-02-02
HH023503,1,low,2023-08-07
HH023504,1,very_low,2022-06-25
HH023505,1,low,2023-02-23
HH023506,1,low,2024-08-31
HH023507,1,low,2023-03-26
HH023508,1,low,2022-10-27
HH023509,1,low,2024-03-23
HH023510,1,moderate,2024-03-29
HH023511,1,low,2023-05-02
HH023512,1,very_low,2022-07-14
HH023513,1,low,2024-08-02
HH023514,1,moderate,2024-12-16
HH023515,1,low,2022-09-02
HH023516,1,very_low,2024-01-31
HH023517,1,moderate,2024-04-06
HH023518,1,moderate,2024-03-26
HH023519,1,low,2024-02-05
HH023520,1,low,2023-12-28
HH023521,1,low,2023-09-25
HH023522,1,low,2022-07-23
HH023523,1,very_low,2022-08-26
HH023524,1,moderate,2023-09-10
HH023525,1,moderate,2022-08-09
HH023526,1,very_low,2023-01-02
HH023527,1,low,2022-01-16
HH023528,1,low,2022-02-16
HH023529,1,very_low,2024-02-18
HH023530,1,moderate,2023-05-15
HH023531,1,moderate,2024-01-28
HH023532,1,moderate,2024-10-14
HH023533,1,very_low,2022-07-28
HH023534,1,moderate,2023-04-09
HH023535,1,very_low,2022-05-11
HH023536,1,very_low,2024-09-17
HH023537,1,low,2022-07-16
HH023538,1,low,2023-10-09
HH023539,1,low,2023-02-05
HH023540,1,very_low,2024-07-25
HH023541,1,low,2022-09-20
HH023542,1,low,2023-11-24
HH023543,1,very_low,2022-03-31
HH023544,1,very_low,2022-07-17
HH023545,1,low,2023-11-30
HH023546,1,very_low,2022-06-23
HH023547,1,moderate,2024-05-17
HH023548,1,low,2024-03-07
HH023549,1,low,2024-07-16
HH023550,1,moderate,2023-11-16
HH023551,1,low,2022-07-14
HH023552,1,low,2023-10-29
HH023553,1,very_low,2024-12-30
HH023554,1,low,2022-06-18
HH023555,1,very_low,2023-04-16
HH023556,1,very_low,2024-05-30
HH023557,1,low,2022-02-26
HH023558,1,moderate,2024-07-31
HH023559,1,very_low,2022-05-14
HH023560,1,very_low,2022-12-08
HH023561,1,low,2024-03-28
HH023562,1,moderate,2022-06-01
HH023563,1,low,2022-03-15
HH023564,1,very_low,2024-12-28
HH023565,1,low,2022-09-27
HH023566,1,moderate,2022-12-30
HH023567,1,low,2024-05-21
HH023568,1,very_low,2022-12-21
HH023569,1,low,2024-02-17
HH023570,1,moderate,2022-06-28
HH023571,1,low,2022-04-19
HH023572,1,low,2024-07-07
HH023573,1,moderate,2024-08-31
HH023574,1,low,2022-10-25
HH023575,1,very_low,2023-02-05
HH023576,1,moderate,2022-01-18
HH023577,1,low,2022-07-02
HH023578,1,low,2022-06-14
HH023579,1,low,2022-09-25
HH023580,1,low,2022-08-29
HH023581,1,low,2024-08-29
HH023582,1,moderate,2023-01-25
HH023583,1,low,2022-04-24
HH023584,1,low,2022-01-18
HH023585,1,very_low,2022-06-29
HH023586,1,low,2024-01-18
HH023587,1,low,2024-11-12
HH023588,1,moderate,2022-09-25
HH023589,1,moderate,2024-02-17
HH023590,1,very_low,2022-02-13
HH023591,1,moderate,2023-06-06
HH023592,1,low,2023-10-06
HH023593,1,moderate,2022-06-07
HH023594,1,moderate,2024-04-08
HH023595,1,very_low,2023-10-19
HH023596,1,very_low,2022-12-25
HH023597,1,very_low,2024-01-06
HH023598,1,low,2024-09-28
HH023599,1,moderate,2022-03-21
HH023600,1,low,2023-06-08
HH023601,1,moderate,2022-09-14
HH023602,1,very_low,2022-12-09
HH023603,1,moderate,2022-05-11
HH023604,1,very_low,2022-12-06
HH023605,1,moderate,2024-04-03
HH023606,1,very_low,2024-06-15
HH023607,1,moderate,2023-02-20
HH023608,1,very_low,2024-02-21
HH023609,1,very_low,2023-05-21
HH023610,1,low,2022-06-26
HH023611,1,low,2022-01-22
HH023612,1,low,2024-03-28
HH023613,1,very_low,2023-10-17
HH023614,1,moderate,2023-11-08
HH023615,1,low,2023-05-17
HH023616,1,moderate,2023-11-27
HH023617,1,low,2022-10-24
HH023618,1,low,2024-06-21
HH023619,1,moderate,2024-01-04
HH023620,1,low,2023-10-09
HH023621,1,low,2023-05-08
HH023622,1,low,2024-05-22
HH023623,1,very_low,2022-06-05
HH023624,1,moderate,2023-03-19
HH023625,1,very_low,2023-05-01
HH023626,1,low,2024-05-16
HH023627,1,moderate,2024-11-04
HH023628,1,moderate,2022-03-15
HH023629,1,moderate,2024-05-09
HH023630,1,low,2024-05-17
HH023631,1,low,2022-11-25
HH023632,1,low,2022-12-20
HH023633,1,low,2022-06-26
HH023634,1,low,2022-10-22
HH023635,1,moderate,2022-11-30
HH023636,1,moderate,2023-01-09
HH023637,1,low,2022-01-30
HH023638,1,low,2024-11-03
HH023639,1,very_low,2023-09-08
HH023640,1,low,2022-11-22
HH023641,1,moderate,2023-06-10
HH023642,1,moderate,2023-10-10
HH023643,1,very_low,2023-12-15
HH023644,1,low,2022-04-23
HH023645,1,moderate,2022-02-19
HH023646,1,low,2024-08-21
HH023647,1,low,2023-03-11
HH023648,1,low,2024-04-18
HH023649,1,low,2023-06-07
HH023650,1,moderate,2022-01-19
HH023651,1,low,2022-08-03
HH023652,1,very_low,2022-01-13
HH023653,1,very_low,2022-02-12
HH023654,1,low,2022-08-17
HH023655,1,low,2022-12-25
HH023656,1,very_low,2024-03-02
HH023657,1,low,2023-02-25
HH023658,1,low,2024-01-21
HH023659,1,low,2022-05-10
HH023660,1,low,2024-04-18
HH023661,1,very_low,2024-06-19
HH023662,1,moderate,2022-11-18
HH023663,1,moderate,2023-04-22
HH023664,1,moderate,2022-06-25
HH023665,1,low,2022-07-11
HH023666,1,low,2023-02-06
HH023667,1,moderate,2022-08-04
HH023668,1,low,2022-09-30
HH023669,1,very_low,2024-08-04
HH023670,1,low,2022-11-23
HH023671,1,low,2022-09-19
HH023672,1,low,2023-05-24
HH023673,1,moderate,2023-09-07
HH023674,1,very_low,2024-03-27
HH023675,1,very_low,2024-09-07
HH023676,1,moderate,2023-11-22
HH023677,1,moderate,2024-09-30
